en,zh-hant,zh-hans
software security,軟體安全,軟件安全
software sneak analysis,軟體潛行分析,軟件潛行分析
software specification language,軟體規格語言,
software standards and procedures,軟體標準及程序,
software strategy,軟體策略,
software structural parameter,軟體結構參數,
software structure,軟體結構,軟件結構
software support environment,軟體支援,
software test,軟體測試,
software testability,軟體可測試性,
software testing,軟體測試,軟件測試
software theft,軟體盜竊,
software tool,軟體工具,軟件工具
software tool box,軟體工具箱,
software trap,軟體陷阱,軟件陷阱
software understandability,軟體可理解性,
software unit,軟體單元,軟件單元
software usability,軟體可用性,
software validation,軟體確認,
software verifier,軟體驗證器,軟件驗証程序
software work breakdown structure,軟體工作細分結構,
software-intensive fault tolerance,軟體密集容錯,
solder sucker,吸錫器,吸錫器
solderability,可焊性,可焊性
solderless breadboard,無銲麵包板,
solid,固體,
solid error,固體錯誤,固定性錯誤
solid ink printer,噴蠟式列印機,
solid line,實線,實線
solid logic technology,固體邏輯技術,
solid model,實體模型,實體模型
solid modeling,實體模型建立,實體造型
solid state,固態；固體狀態,
solid state circuit,固態電路,
solid state component,固態組件,
solid state computer,固態計算機,
solid state device,固態裝置,
solid state disc,固態磁碟,固態盤
solid state disk,固態磁碟,
solid state display,固態顯示,
solid state electronics,固態電子學,
solid state random access device,固態隨機存取裝置,
solid state relay,固態繼電器,
solid state software,固態軟體,
solid-state memory,固態記憶體,固態存儲器
solution,解；解答,
solution check,解答檢查,
solution graph,解圖,解圖
solution map,解圖,
solution path,解路徑,
solution tree,解樹,解樹
sonagraph,聲譜圖,
sonar,聲納,
Song Ti,宋體,宋體
sonic delay line,音波延遲線；聲延遲線,
SOP,小尺寸封裝,小引出線封裝
sort,排序；分類,分類
sort block,排序塊,
sort file,排序檔案,
sort file description entry,排序檔案描述項,
sort generator,排序產生器,
sort key,排序鑰,
sort property,排序性質,
sort tree structure,排序樹結構,
sorter,排序器,
sorter-comparator,分類比較器,
sorting,排序；分類,排序
sorting network,排序網絡,排序網絡
sorting parameter,排序參數,
sorting program,排序程式,
sort-merge package,排序合併套裝軟體,
sound,聲音,聲音
sound absorption,隔音,
sound bearing medium,傳聲媒介,
sound card,音效卡,聲卡
sound effect,音效,音效
sound powered telephone,聲力電話,
sound pressure level,聲壓等級,
sound recognition system,聲音識別系統,
sound retrieval service,聲音檢索服務,聲音檢索型業務
sounder,發聲器,
Soundex code,桑迪克碼,
source,源；原始,源
source address,源位址,源地址
source address instruction,源位址指令,
source area,源區,
source card deck,源卡疊,
source case,源案例,
source case base,源案庫,源范例庫
source code,原始碼,源[代]碼
source code control system,原始碼控制系統,
source code virus,原始碼病毒,
source coding,信號源編碼（做資料壓縮用）,
source computer,源計算機,
source data,原始資料,
source data automation,原始資料自動化,
source data entry,原始資料登錄,
source data information,原始資料資訊,
source database,原始資料庫,
source deck,原始程式卡片疊,
source description,來源描述,
source destination instruction,起源目的指令,
source diskette,原始磁片,
source document,原始文件,
source encoding,原始編碼,
source entry utility,原始登錄公用程式,
source figure,原始圖,
source file,原始檔案,
source impedance,原始阻抗,[信號]源阻抗
source item,原始項目,
source language,原始語言；根源語言,源語言
source language analysis,原始語言分析,源語言分析
source language dictionary,原始語言詞典,源語言詞典
source language level,原始語言等級,
source level debugger,原始層次除錯器,
source machine,原始機器,
source macrodefinition,原始巨集定義,
source module,原始模組,
source program,原始程式；根源程式,源程序
source program library,原始程式程式館,
source recording,原始記錄,
source routine,原始常式；根源常式,
source service access point,原始服務存取點,
source statement,原始敘述,
source system,原始系統,
source to source transformation,源到源變換,源到源轉換
source-route algorithm,源路由算法,源路由算法
source-route bridging,源路由橋接,源路由橋接
space,空間；空格；太空；間隔,空間
space,空白（字元）,
space allocation,空間分配,
space bar,空格鍵,
space biased,空間偏差,
space character,空格字元,間隔字符
space complexity,空間複雜度,空間復雜度
space control,空間控制,空間控制
space diversity,空間分集,
space division multiplexing,空間分割多工,
space division switching,空間分割交換,
space filling,填空白,
space hierarchy,空間階層,空間譜系
space key,空格鍵,
space record,間隔記錄,
space requirement,空間需求,空間需要[量]
space station,太空站,
space suppression,空格抑制,
space telemetering,太空遙測,
space to mark transition,空間至標示變遷,
space usage,空間使用,占用空間
space versus time trade-off,空間時間折衷,
space versus time trade-offs,空間與時間取捨,時空權衡
space-bounded Turing machine,空間有界杜林機,空間有界圖靈機
space-hold,空位持留,
space-time diagram,時空圖,時空圖
spacing,間距；間隔,
spacing bias,間距偏移,
spacing chart,間隔圖,
span,跨距；張拓,區間
span range,跨距,
spanned record,跨區記錄,越界記錄
spanning tree,跨距樹,生成樹
spanning-tree problem,生成樹問題,生成樹問題
spare part,零件,備件
sparse array,稀疏陣列,
sparse data,稀疏資料,稀疏數據
sparse matrix,稀疏矩陣,
sparse set,稀疏集,稀疏集
sparse vector,稀疏向量,
spatial data management,空間資料管理,
spatial database,空間資料庫,空間數據庫
spatial domain,空間域,
spatial index,空間索引,空間索引
spatial knowledge,空間知識,空間知識
spatial layout,空間布局,空間布局
spatial light modulators,空間燈光調變器,
spatial locality,空間局部化,空間局部性
spatial reasoning,空間推理,空間推理
Spatial representation,空間表示法,
spatial resolution,空間解析度,
spatial retrieval,空間檢索,空間檢索
spatial subdivision,空間分割,空間分割
spatial topological relation,空間拓蹼關係,空間拓扑關系
spatially invariant system,空間不變系統,
speaker,揚聲器；喇叭,揚聲器
speaker recognition,說話人識別,說話人識別
speaker verification,說話人確認,說話人確認
speaker-dependent speech recognition,特定人語音辨識,"特定人語音識別, *特定人言語識別"
SPEC rating,SPEC等級,
special application service element,特定應用服務元件,特定應用服務要素
special character,特別字元；特殊字元,特殊字符
special effect generator,特效產生器,
special format system,特別格式系統,
special index analyzer,特別索引分析器,
special interest group for computer graphics,對計算機圖學特別興趣群,
special interest group for small computers,對小型電腦特別興趣群,
special interest group,特別興趣群,
special keyboard device,特別鍵盤裝置,
special list processing,特別串列處理,
special name,專門名稱,
special net theory,專門網路理論,特殊網論
special permit,特許,特許
special purpose computer,特別用途計算機,
special purpose terminal,專門目的終端機,
special sign,特別記號,
special symbol,特別符號,
special term,專用詞,專用詞
specialized analysis,特定分析,
specialized data processing,專門資料處理,
specialized processing,特別處理,
special-purpose computer,特別用途計算機,專用計算機
specific,特定；具體；比,
specific address,特定位址,
specific addressing,特定定址,
specific application service element,特定應用服務元件,
specific code,特定碼,
specific coding,特定編碼,
specific communication line,特定通信線路,
specific DSS,特定決策支援系統,
specific expert system,特定專家系統,
specific management functional area,特定管理功能區,
specific program,特定程式,
specific routine,特定常式,
specific subsystem,特定子系統,
specification,規格；說明書,"規約, *規格說明"
Specification and Description Language,SDL語言,SDL語言
specification bill,規格清單,
specification character,規格字元,
specification granularity,規格詳盡性,
specification language,規格語言,規約語言
specification statement,規格敘述,
specification system,規格系統,
specification verification,規格驗證,規約驗証
specify,規定,
spectral analysis,頻譜分析,
spectral reflectance,光譜反射；頻譜反射,
spectral response,頻譜回應；頻譜響應,
spectral testing,頻譜測試,
spectral width,頻譜寬度,
spectrum,頻譜,
spectrum analysis,頻譜分析,譜分析
spectrum computer,頻譜電腦,
spectrum envelope of voice,語音頻譜包絡,
specular reflection light,鏡面反射光,鏡面反射光
speech,話音；語音,言語
speech act theory,言語行為理論,言語行為理論
speech data,話音資料,
speech encoding,語音編碼,
speech input,話音輸入,
speech path controller,語音路徑控制器,
speech path system,語音路徑系統,
speech processing,話音處理,語音處理
speech recognition,話音辨識,語音識別
speech recognition system,話音辨識系統,
speech recognizer,語音辨識器,
speech sound,語音,語音
speech synthesis,話音合成,"語音合成, *言語合成"
speech synthesizer,語音合成器,
speech understanding,話音理解,
speed,速率,
speed discrepancy,速率差異,
speed doubler technology,倍速科技,
speed matching,速率匹配,
speed test cassette,速率測試卡座,
speed-independent model,速度無關模型,
speed-tolerant recording,速度容差記錄,
speed-up,加速,
speed-up ratio,加速比,加速比
speed-up theorem,加速定理,加速定理
spelling checker,拼字檢查器,拼寫檢查程序
spelling correction,拼字校正,
spelling rule,拼字規則,
spelling variation,拼字差異,
spherical coordinate system,球坐標系統,
spherical printer,球形列印機,
spherical resolver,球面分解器；球坐標分解儀（同ballresolver）,
spider text,蛛式本文,
spike,尖波,毛刺
spike file,尖波檔案,
spill file,溢出檔案,
spin-coated diskette,自旋塗層磁片,
spindle,轉軸,主軸
spindle hole,轉軸孔,
spindle lock lever,轉軸鎖定桿,
spindle motor,轉軸馬達,
spindle speed control unit,轉軸速度控制單元,主軸速度控制單元
spiral model,螺旋模型,螺旋模型
spiral track,螺旋磁軌,螺旋磁道
splicer,接帶器,
splicing tape,編接磁帶,
spline,雲規；樣條,樣條
spline curve,樣條曲線,樣條曲線
spline fitting,樣條配適,樣條擬合
spline function,樣條函數,
spline surface,樣條曲面,樣條曲面
split,分裂,拆分
split beginning operation,分裂開始作業,
split catalog,分裂目錄,
split contact,分裂式觸點,
split detection,分裂偵查；分裂檢測,
split display,分裂顯示,
split instruction,分裂指令,
split key,分裂鍵,
split knowledge,分割知識,
split order quantity,分裂訂單數量,
split screen,分割螢幕,
split site,分割站,
split system,分裂系統,
split-browse display,分割－翻閱顯示,
splitter,分叉器,
splitting,分裂,
splitting orders,分裂訂單,
splitting technique,分裂技術,
split-word operation,分字運算,
SPMD,單一程式流多重資料流,單程序流多數據流
spoken language,口語,口語
spoofing,電子欺騙,
spool,排存；捲軸,"假脫機[操作], *SPOOL操作"
spool file,排存檔案,假脫機文件
spool file class,排存檔案類型,假脫機文件級別
spool file tag,排存檔案標籤閘,假脫機文件標志
spool intercept buffer,排存截取緩衝區,
spool job,排存作業,假脫機作業
spool management,排存管理,假脫機管理
spool queue,排存佇列,假脫機隊列
spooler,排存器,
spooling,排存；線上週邊同時作業；週邊同作,
spooling operator privilege class,排存操作員特權階級,假脫機操作員特權級別
spooling system,排存系統,假脫機系統
spot,點,
spot beam,點束,
spot carbon,點碳,
spot light,聚光,聚光
spot light source,點光源,點光源
spot punch,點打孔,補孔器
spread,展開；分散,
spread sheet,試算表,
spread spectrum,展開頻譜,
spread spectrum communication,展頻通信,
spread spectrum multiple access,展頻多重存取,
spread spectrum technique,展開頻譜技術,
spreading activation,展開活動,
spreadsheet program,試算表程式,電子表格程序
spring,彈簧,
spring finger action,彈性手指作用,
spring system simulation,彈簧系統模擬,
sprite,子畫面,
sprocket,鏈齒,
sprocket feed,鏈齒饋送,鏈輪輸紙
sprocket hole,鏈齒孔,輸紙孔
sprocket pulse,鏈齒脈波,
sprocket track,鏈齒軌,
sputtered film disk,濺射膜磁碟,"濺射膜盤, *濺射薄膜磁盤"
sputtering,濺散,
sputtering media,濺散媒體,
SQA,系統佇列區,系統隊列區
SQL,結構查詢語言,"結構查詢語言, *SQL語言"
SQL server,SQL伺服器,
SQL/Services,SQL服務,
SQL-like language,類SQL語言,類SQL語言
square function,平方函數；乘方功能,
square hysteresis loop,平方磁滯迴路,
square loop,方形迴路,
square root,平方根,
square root function,平方根函數；開平方功能,
square wave response,方波響應,
squared error averaged over an image array,影像陣列均方根誤差,
squareness ratio,方性比,
squeeze deck,擠壓疊,
squeeze out,擠出；壓出,
squirrel cage blower,離心風機,
SR flip flop,SR正反器,
SRAM,靜態隨機存取記憶體,靜態隨機存儲器
SRB,源路由橋接,源路由橋接
S-register,S暫存器,
SSCF,業務特定協調功能,業務特定協調功能
SSI,單系統影像,單系統映像
SSL,安全連接層,安全套接層
SSRAM,同步靜態隨機存取記憶體,同步靜態隨機存儲器
ST-506 disk interface,ST-506磁碟介面,
ST-506 Winchester drive,ST-506列印驅動機,
stability,穩定度；穩定性,穩定性
stability analysis,穩定度分析,
stability margin,穩定容限,穩定裕度
stability of sorting,排序穩定度,
stabilizing protocol,穩定化協定,穩定化協議
stable solution,穩定解,
stable sorting,穩定排序,
stable sorting algorithm,穩定的排序演算法,穩定的排序算法
stable state,穩定狀態,
stable string language,穩定串語言,
stack,堆疊；疊列,棧
stack address,堆疊位址,棧地址
stack addressing,堆疊定址,棧尋址
stack algorithm,堆疊演算法,棧算法
stack alphabet,堆疊字母表,棧字母表
stack area,堆疊區,棧區
stack automaton,堆疊自動機,棧自動機
stack bottom,堆疊底,棧底
stack bucket algorithm,堆疊桶式演算法,棧桶式算法
stack capability,堆疊容量,棧容量
stack cell,堆疊單元,棧單元
stack combination,堆疊組合,棧組合
stack computer,堆疊計算機,
stack content,堆疊內容,棧內容
stack control,堆疊控制,棧控制
stack depth,堆疊深度,
stack element,堆疊元件,棧元素
stack facility,堆疊設施,棧設施
stack indicator,堆疊指示器,棧指示器
stack job processing,堆疊工件處理,棧作業處理
stack level,堆疊位準,
stack limit register,堆疊極限暫存器,
stack machine,堆疊機,
stack marker,堆疊標誌,棧標記
stack mechanism,堆疊機制,棧機制
stack overflow,堆疊溢出,棧溢出
stack overflow interrupt,堆疊溢出中斷,棧溢出中斷
stack pointer,堆疊指標,棧指針
stack pop-up,堆疊爆出,棧上托
stack pushdown,堆疊下推,棧下推
stack push-down,堆疊下推,
stack register,堆疊暫存器,
stack space,堆疊空間,
stack vector,堆疊向量,棧向量
stacked job control,堆疊工件控制,
stacked job processing,堆疊工件處理,
stacked-gate avalanche injection type MOS memory,疊閘突崩注入型金氧半導體記憶體,
stacker,堆疊器,
stage,階段；級,
stage control,階段控制,級控
stages of system development,系統開發階段,
staging,分段；分級；集結,
staging area,分級區,
staging cost,分段成本,
stale data,過期數據,過期數據
stamping,戳記,
stand-alone,單獨,
stand-alone computer,獨立電腦,
stand-alone display,單獨顯示器,
stand-alone machine,獨立機器,
stand-alone processor,單獨處理器,
stand-alone production system,單獨生產系統,
stand-alone program,單獨程式,獨立程序
stand-alone system,單獨系統,
stand-alone unit,單獨裝置,
stand-alone word-processing equipment,獨立文字處理設備,
standard,標準,
standard array,標準陣列,
standard average output,標準平均輸出,
standard card,標準卡,
standard code,標準碼,
standard constant,標準常數,
standard cost,標準成本,
standard cost replace transaction,標準成本取代異動,
standard deviation,標準偏差,
standard efficiency,標準效率,
standard enforcer,標準執行器,標准實施器
standard error,標準誤差,
standard error adjusted,標準已調整誤差,
standard file,標準檔案,標准文件
standard form,標準形式；標準化形式,
standard function,標準函數,
standard general markup language,標準一般化排版語言,標准通用置標語言
standard generalized markup language,標準一般化排版語言,
standard I/O device,標準輸入輸出裝置,
standard input file,標準輸入檔,標准輸入文件
standard interface,標準介面,
standard interrupt,標準中斷,標准中斷
standard items recosted,標準項目成本重估,
standard labor content,標準人工內容,
standard labor rate code,標準人工費率碼,
standard labor time,（每）單位標準人工時間,
standard language,標準語言,標准語言
standard lot size,標準批量大小,
standard machine rate,標準機器費率,
standard machine time,單位標準機器時間,
standard mode,標準模態,
standard modular system,標準模組系統,
standard object,標準物件,標准對象
standard operating procedure,標準操作程序,
standard operation move time,標準作業移動時間,
standard order quantity,標準訂單數量,
standard output Alpha factor,標準輸出字母因子,
standard output file,標準輸出檔,標准輸出文件
standard overhead code,標準間接費用碼,
standard overhead content,標準間接費用內容,
standard overhead rate code,標準間接費率碼,
standard processing mode,標準處理方式,標准處理方式
standard product form,標準產品形式,
standard program,標準程式,
standard program approach,標準程式法,標准程序法
standard purchase content,標準採購內容,
standard quantity,標準數量,
standard queue time,標準佇列時間,
standard reference surface,標準參考面,
standard run labor hours,標準運行人工時數,
standard run labor rate,標準運行人工費率,
standard run machine hours,標準運行機器時數,
standard setup cost,標準設置成本,
standard setup labor hours,標準設置人工時數,
standard setup labor rate,標準設置人工費率,
standard setup labor time,標準設置人工時間,
standard subroutine,標準次常式,
standard sum form,標準總和形式,
standard symbol list,標準符號,
standard tape interconnect,標準磁帶互連,
standard term,標準項,
standard terminal program,標準終端程式,
standard test tone power,標準試音功率,
standard transformation,標準變換,
standard type,標準型式,
standard unit,標準單位,標准單元
standard unit cost,標準單位成本,
standard unit quantity,標準單位數量,
standard work center,標準工作中心,
standard work week,標準工作週,
standardization,標準化,
standardize,標準化,
standardized form,標準格式,正體
standardized options,標準任選,
standards association of Australia,澳大利亞標準協會,
standby,待用；待命,備用
standby application,待用應用,
standby block,待用塊,
standby computer,待用電腦,
standby equipment,待用設備,
standby redundancy,待用冗餘,備用冗余
standby register,待用暫存器,
standby replacement redundancy,待用替換冗餘,備用替代冗余
standby system,待用系統,備用系統
standby time,待用時間,
standby unattended time,閒置時間,閑置時間
standing operating procedure,常駐操作程序,
standing-on-nines carry,跨九進位,逢九（跳躍）進位
star configuration,星形組態,
star connection,星形連接,
star coupler,星形耦合器,
star network,星形網路；星狀網路,星狀網
star topology,星狀佈局,
star wired ring network,星佈線環狀網路,
star wired ring topology,星佈線環拓撲學,
star/ring network,星狀／環狀網路,星環網
STAR-100,STAR-100電腦,
STARAN,STARAN電腦,
STARAN network,STARAN網路,
StarLAN,星狀區域網路,
StarLAN 10,星狀區域網路10,
start,開始；起動；起始；啟動,啟動
start activity,起始活動,
start address,起始位址,
start bit,起始位元,
start box,起動盒,
start button,啟動鈕,
start column,起始行,
start date,起始日期,
start date range,起始日期範圍,
start delay,起動延遲,
start distance,起動距離,
start element,啟動元件,
start field,起始欄位,
start field extended subcommand,起始欄位延伸次命令,
start field subcommand,起始欄位次命令,
start I/O,啟動輸入輸出,啟動輸入輸出
start I/O instruction,啟動輸入輸出指令,啟動輸入輸出指令
start input/output,啟動輸入輸出,
start key,啟動鍵,
start node,開始節點,
start of heading character,開頭起始字元,
start of message character,訊息起始字元,
start of message,訊息起始,
start of text character,正文起始字元；本文起始字元,
start period,起始週期,
start period number,起始週期號碼,
start point,起始點,
start question and answer,起始問答,
start row,起始列,
start signal,啟動信號,起始信號
start symbol,開始符號,開始符號
start time,開始時間,
start year,起始年,
start/stop distortion,起止失真,
start/stop multivibrator,起停複振器,
start/stop supervision,起停監督,
start/stop system,起停系統,
start/stop transmission,起停傳輸,
start/stop zone,起止區,
starting character position,開始字元位置,
starting time,起動時間,
starting-frame delimiter,開始框架定界符,幀首定界符
start-stop transmission,起停傳輸,起止式傳輸
startup code,起動碼,
startup diagnostics,起動診斷,
startup object file,起動物件檔,
startup phase,起動階段,
starvation,飢餓,
starvation-free,無飢餓性,無飢餓性
state,狀態；態；地位,狀態
state assignment,狀態指派,
state description schema,狀態描述概要,
state descriptions,狀態描述,
state diagram,狀態圖,
state equation,狀態方程式,狀態方程
state estimation,狀態估計,
state explosion,狀態爆炸,狀態爆炸
state graph,狀態圖,狀態圖
state machine,狀態機,狀態機
state matrix,狀態矩陣,
state matrix method,狀態矩陣法,
state number,狀態號碼,
state of knowledge,知識狀態,
state of the art,目前最佳狀態,
state perturbation,狀態擾動,
state prediction,狀態預測,
state queue,狀態佇列,狀態隊列
state space,狀態空間,狀態空間
state space model,狀態空間模型,
state space representation,狀態空間表示,狀態空間表示
state space search,狀態空間搜尋,狀態空間搜索
state stack,狀態堆疊,狀態棧
state table,狀態表,
state transition,狀態變遷,
state transition algorithm,狀態變遷算法,
state transition diagram,狀態變遷圖,
state transition equation,狀態變遷方程式,
state transition matrix,狀態變遷矩陣,
state transition network,狀態變遷網路,
state transition table,狀態變遷表,
state variable,狀態變數,
state variable terminal node,狀態變數終端節點,
state vector,狀態向量,
statement,敘述；陳述,語句
statement code,敘述碼,
statement editing,敘述編輯,
statement instance,敘述實例,
statement label,敘述標號,
statement number,敘述號碼,
statement number column,敘述號碼行,
statement of work,工作敘述,
statement path,敘述路徑,
statement sequence number,敘述順序號碼,
states identification,狀態識別,
static,靜態,
static analysis,靜態分析,靜態分析
static analyzer,靜態分析程式,靜態分析程序
static application,靜態應用,
static array,靜態陣列,
static average code length of Hanzi,靜態漢字平均碼長,靜態漢字平均碼長
static average code length of words,靜態字詞平均碼長,靜態字詞平均碼長
static binding,靜態連結,靜態綁定
static buffer,靜態緩衝,靜態緩沖區
static buffer allocation,靜態緩衝區分配,靜態緩沖區分配
static buffering,靜態緩衝,靜態緩沖
static check,靜態檢查,靜態檢驗
static coefficient for code element allocation,靜態鍵位分布係數,靜態鍵位分布系數
static coefficient for key distribution,鍵分配之靜態係數,
static coherence check,靜態相關性檢查,靜態相關性檢查
static coincident code rate for Hanzi,靜態漢字重碼率,靜態漢字重碼率
static coincident code rate for words,靜態字詞重碼率,靜態字詞重碼率
static conformance requirements,靜態符合性需求,
static data area,靜態資料區,靜態數據區
static data structure,靜態資料結構,
static deflection,靜態偏轉,
static dump,靜態傾印,
static error,靜態誤差,
static evaluation,靜態評估,
static evaluation score,靜態求分,
static evaluation value,靜態求值,
static expression,靜態表式,
static hazard,靜態冒險,靜態冒險
static image,靜態影像,
static index,靜態索引,
static knowledge,靜態知識,靜態知識
static link,靜態鏈接,
static magnetic storage,靜態磁性儲存；靜態磁儲存器,
static memory,靜態記憶體,靜態存儲器
static memory allocation,靜態記憶體分配,靜態存儲分配
static model,靜態模型,
static multifunctional pipeline,靜態多功能管線,靜態多功能流水線
static network,靜態網路,靜態網絡
static pipeline,靜態管線,靜態流水線
static pressure flying head,靜態壓力浮動磁頭,靜壓[式]浮動磁頭
static print-out,靜態印出,
static processor allocation,靜態處理器分配,靜態處理器分配
static RAM,靜態隨機存取記憶體,靜態隨機存儲器
static RAM,靜態RAM,
static random access memory,靜態隨機存取記憶體,
static recursion,靜態遞迴,
static redundancy,靜態冗餘,靜態冗余
static refresh,靜態更新,靜態刷新
static register,靜態暫存器,
static relocation,靜態再定位,靜態重定位
static routine,靜態常式,
static scheduling,靜態排程,靜態調度
static segment attribute,靜態段屬性,
static semantic,靜態語意,
static semantic analysis,靜態語意分析,
static semantic rule,靜態語意,
static skew,靜態偏斜,靜態扭斜
static storage,靜態儲存；靜態儲存器,靜態存儲器
static subroutine,靜態次常式,
static test mode,靜態測試模式；靜態測試模,
static testing,靜態測試,靜態測試
staticize,靜態化,
staticizer,靜態（產生）器,
station,站；所；車站,
station address,站位址,
station arrangement,站安排,
station battery,站電池,
station index,站索引,
station line,站內線,
station message detail recording,站訊息明細記錄,
station number,站號碼,
station selection code,站選擇碼,
stationary distribution,固定分配,
stationary information source,靜態資訊源,
stationary language,平穩語言,
stationary message source,靜態訊息源,
stationary stochastic process,固定隨機過程,
statistic bit rate,統計位元率,統計比特率
statistic inference,統計推理,統計推理
statistic zero-knowledge,統計零知識,統計零知識
statistical,統計,
statistical analysis,統計分析,
statistical and forecasting analysis,統計及預測分析,
statistical arbitration,統計仲裁,統計仲裁
statistical coding,統計編碼,統計編碼
statistical database,統計資料庫,統計數據庫
statistical decision method,統計決策方法,統計決策方法
statistical decision theory,統計決策理論,統計決策理論
statistical description,統計描述,
statistical forecasting,統計預測,
statistical hypothesis,統計假設,統計假設
statistical independence,統計獨立；統計獨立性,
statistical inference,統計推論,
statistical linguistics,統計語言學,統計語言學
statistical model,統計模型,統計模型
statistical multiplexer,統計多工器,
statistical pattern recognition,統計型樣識別,統計模式識別
statistical process control,統計處理控制,
statistical reception,統計接收,
statistical sample,統計樣本,
statistical techniques,統計技術,
statistical test model,統計測試模型,統計測試模型
statistical time-division multiplexing,統計時分多工,統計時分復用
statistics,統計；統計學,
statistics package for social science,社會科學統計軟體,
statistics regression display,統計迴歸顯示,
statistics regression polynomial panel,統計迴歸多項式面板,
statistics regression variables display,統計迴歸變數顯示,
statistics rule,統計規則,
status,狀態；地位,
status area,狀態區,
status array,狀態陣列,
status byte,狀態位元組,
status code,狀態碼,
status correlation tolerance,狀態相關容許度,
status field,狀態欄,
status flag,狀態旗標,
status indicator,狀態指示器,
status latch,狀態閂,
status line,狀態行,
status register,狀態暫存器,
status variable,狀態變數,
status word,狀態字,
statute,法令,
STB,轉頻器；數控器,機頂盒
STDM,統計時分多工,統計時分復用
steady state condition,穩態情況,
steady state error,穩態誤差,穩態誤差
steady state hazard,穩態冒險,穩態冒險
steady state signal,穩態信號,穩態信號
steam pressure control,壓力控制,
Steelman language requirement,史帝耳曼語言需求,
steepest ascent method,最陡上昇法,
steepest ascent search,最陡上昇搜尋,
steepest descent method,最陡下降法,
Steiner tree,史戴那樹,
stencil bit,模板位元,
step,步；步驟,步
step amplitude compensation,步振幅補償,
step and repeat process,分步重複處理,
step change,步驟變更,
step control table,步驟控制表,
step counter,步驟計數器,
step down counter,步降計數器,
step function,階躍函數,階躍函數
step generator,階躍產生器,階躍發生器
step in,向內步進,
step input/output table,步驟輸入輸出表,
step motor,步進馬達,步進電機
step out,向外步進,
step sequence,步序列,步序列
step stress test,步進應力測試；逐步應力測試,
step-by-step control,步進控制,步進控制
step-by-step operation,逐步作業,
step-by-step switch,逐步開關,
step-by-step system,逐步制,
stepped start/stop system,分步起止系統,
stepper motor,步進馬達,
stepper positioner,步進機定位器,
stepping,步進,步進
stepping motor,步進馬達,
stepping register,步進暫存器,
stepping stone state,踏腳石狀態,
step-servo motor,步進伺服馬達,
step-up counter,步升計數器,
stepwise,步進式,
stepwise decomposition,按步分解,
stepwise refinement,步進式精化法,
step-wise refinement,步進式精化法,逐步求精
stepwise regression,按步迴歸,
stereo,立體聲,立體聲
stereo display,立體顯示,
stereo imaging,立體成像,
stereo lithography apparatus,立體印刷設備,立體印刷設備
stereo matching,立體匹配,立體匹配
stereo vision,立體視覺,立體視覺
stereomapping,立體對映,立體映射
stereopsis,立體影像,立體影像
stereoscopic displaying,立體顯示,立體顯示
Steven P Jobs,史蒂芬P工作,
sticker affixer,貼籤員,
sticking,固著,
sticky bit,粘著位,粘著位
still image,靜止影像,靜止圖像
stimulus,刺激,
stimulus-response table,激勵－響應表,
STM,同步傳送模式,同步傳送模式
stochastic,隨機,
stochastic 0L system,隨機0L系統,
stochastic activities,隨機活動,
stochastic automaton,隨機自動機,
stochastic control system,隨機控制系統,隨機控制系統
stochastic convergence,隨機收斂,
stochastic high-level Petri net,隨機高階Petri net,隨機高級佩特里網
stochastic model,隨機模型,
stochastic Petri nets,隨機Petri net,隨機佩特里網
stochastic process,隨機過程,
stochastic production,隨機生成,
stochastic programming,隨機規劃,
stochastic relationship,隨機關係,
stochastic retrieval,隨機檢索,
stochastic simulation runs,隨機模擬運行,
stock issues,庫存發料,
stock keeping unit,庫存計量單位,
stock location,庫存位置,
stock movement analysis report,庫存移動分析報表,
stock on hand,庫存量,
stock status,庫存狀態,
stock status report,庫存狀態報表,
stock status review,庫存狀態查核,
stock-out,無存貨,
stockroom,庫房,
stop,停止,停機
stop address,停止位址,
stop bit,停止位元,
stop box,停止箱,
stop code,停止碼,
stop distance,停止距離,
stop element,停止元素,
stop instruction,停止指令,
stop key,停止鍵,
stop list,虛字表；非用詞表,
stop page,停用頁,停用頁
stop signal,停止信號,停止信號
stop time,停止時間,
stop word,停止字,
stop-and-wait ARQ,停待式ARQ,
stop-and-wait procedure,停待式程序,
stopper,阻塞器；停止器；制動器,
stopping rules,停止規則,
storage,儲存；儲存器,存儲器
storage access administration,儲存器存取管理,存儲器存取管理
storage access conflict,儲存器存取衝突,存儲器存取沖突
storage access scheme,儲存器存取方案,存儲器存取模式
storage access width,儲存器存取寬度,
storage address,儲存器位址,
storage address display light,儲存位址顯示燈,
storage allocation,儲存配置；儲存體配置,存儲器分配
storage allocation routine,儲存器配置常式,存儲器分配例程
storage allocations and segmentation of program,儲存體配置與程式分割,
storage allocator,儲存器配置,存儲器分配程序
storage and retrieval,儲存與檢索,
storage anomalies,儲存器異常,
storage area,儲存區,
storage bank,儲存庫,
storage block,儲存塊,
storage buffer,儲存緩衝器,
storage capacity,儲存容量,存儲容量
storage cell,儲存格,存儲單元
storage compacting,儲存密化,
storage compaction,儲存器壓縮,存儲器壓縮
storage configuration,儲存器組態,存儲配置
storage cycle,儲存週期,
storage cycle time,儲存週期時間,
storage definition language,儲存定義語言,
storage density,儲存密度,
storage device,儲存裝置,
storage disc,儲存磁碟,
storage dump,儲存傾印,
storage element,儲存元件,
storage exchange,儲存交換,
storage fill,儲存填充,
storage fragmentation,儲存段,存儲碎片
