en,zh-hant,zh-hans
call by value parameter,傳數值參數呼叫,
call completion,呼叫完成,
call connected packet,呼叫連接封包,呼叫接通分組
call control,呼叫控制,呼叫控制
call control procedure,呼叫控制程序,呼叫控制規程
call control signal,呼叫控制信號,
call deflection,呼叫改發,呼叫改發
call directing code,呼叫導引碼,
call error,呼叫錯誤,
call establishment,呼叫建立,
call for service,呼叫請求服務,
call forwarding,呼叫轉接,
call frame,呼叫框,
call identification line,呼叫識別線,
call identifier,呼叫識別符,
call if minus,若負呼叫,
call if plus,若正呼叫,
call in,調入,
call indicator,呼叫指示器,
call instruction,呼叫指令,
call interface,呼叫介面,
call key,呼叫鍵,
call list,呼叫串列,
call lose,呼叫丟失,
call meter,呼叫計數器,
call modification completed,呼叫修改完成,
call modification request,呼叫修改請求,
call module,呼叫模組,
call monitor instruction,呼叫監視器指令,
call monitor system service,呼叫監視器系統服務,
call name,呼叫名稱,
call not accepted signal,呼叫不接受,
call number,呼叫號碼,
call offering,呼叫提供,
call program,呼叫程式,
call progress,呼叫進展,
call progress message,呼叫進展訊息,
call progress signal,呼叫進展信號,呼叫進行信號
call queue register,呼叫佇列暫存器,
call redirection,呼叫重定向,呼叫重定向
call reference,呼叫參考,
call reference value,呼叫參考值,
call release,呼叫釋放,
call request,呼叫請求,
call request packet,呼叫請求封包,
call request signal,呼叫請求信號,
call setup,呼叫建立,
call setup packet,呼叫建立包,
call setup time,呼叫建立時間,
call sign,呼叫記號（脫字符號）,
call sign series,呼號序列,
call signal,呼叫信號,
call stack,呼叫堆疊,
call statement,呼叫敘述,
call statement manipulation,呼叫敘述調處,
call subroutine,呼叫次常式,
call subscriber,呼叫用戶,
call supervision packet,通話監視封包,
call through,接通,
call through test,接通試驗,
call type,呼叫型式,
call type macro,呼叫型式巨集,
call unit,呼叫單元,
call waiting,呼叫等待,
call word,呼叫字,
callable,可呼叫,
call-back,回叫,回叫
called indicator,被叫指示器,
called line,被叫線,
called party,被叫方,
called position,被叫位置,
called procedure,被叫程序,
called process,被叫過程,
called program,被叫程式,
called routine,被叫常式,
called station,被叫站,
called subprogram listing,被叫次程式列表,
called subscriber,被叫用戶,
called terminal,被叫終端,
callee,被呼叫程式,被調用者
caller,呼叫程式,調用者
caller activation pointer,呼叫程式啟動指標,
caller dependent capability,與呼叫程式相關能力,
caller independent capability,呼叫程式獨立能力,
caller notification packet,呼叫程式通知封包,
calligraphic display,書寫顯示器,
calligraphic display device,書寫顯示裝置,
calligraphical coding,書寫編碼,字形編碼
calling,呼叫,呼叫
calling argument,呼叫引數,
calling classification,呼叫分類,
calling code,呼叫碼,
calling convention,呼叫約定,
calling device,呼叫裝置,
calling DTE,呼叫DTE；呼叫資料終端設備,
calling frequency,呼叫頻率,
calling graph,呼叫圖,
calling identification line,呼叫識別線,
calling indicator,呼叫指示器,
calling library,呼叫程式館,
calling list,呼叫串列,
calling location,呼叫位置,
calling module,呼叫模組,
calling party,呼叫方,
calling point,呼叫點,
calling procedure,呼叫程序,
calling process,呼叫過程,
calling processor,呼叫處理機,
calling program,呼叫程式,
calling rate,呼叫率,
calling rate capacity,呼叫率容量,
calling relay,呼叫繼電器,
calling routine,呼叫常式,
calling segment,呼叫程序段,
calling sequence,呼叫順序；召用序列,
calling signal,呼叫信號,
calling station,呼叫站,
calling task,呼叫任務,
calling trace,呼叫追蹤,
calling up,接通,
CAM,電腦輔助製造,計算機輔助制造
Cambridge ring,劍橋環,
camera calibration,攝影機校準,攝像機標定
campus network,校園網路,園區網
cancel,取消,
cancel character,取消字元,
cancel code,取消碼,
cancel indicator,取消指示器,
cancel key,取消鍵,
cancel message,取消訊息,
cancel order,取消訂單,
cancel session request,取消對話請求,
cancel statement,取消陳述,
cancel status word,取消狀態字,
cancellation,消去；相消,注銷
cancellation effect,相消效應,
cancellation law,相消定律,
cancellation law of addition,加法消去定律,
cancellation mark,取消標示,
cancellation network,相消網路,
cancellation of record,記錄消除,
cancellation ratio,取消比率,
cancelling advice,取消通知,
cancelling in digits,數位相消,
cancelling signal,取消信號,
candidate,候選者,
candidate key,候選鍵,候選[鍵]碼
candidate solution,候選解,候選解
candidate solution graph,候選解圖,
candidate volume,候選卷,
canned cycle,固定循環,
canned data,罐裝資料；已存資料,
canned paragraphs,固定段,
canned program,固定節目,
canned routine,固定常式,
canned software,固定軟體,
canning,罐裝；固定,
cannula,插套,
Canny operator,Canny 運算子,坎尼算子
canonic generation,正準產生,
canonic number,正準號碼,
canonical,正準,
canonical block,正準塊,
canonical correlation,正準相關,
canonical data model,正準資料模型,
canonical data structure,正準資料結構,
canonical derivation,正準導出,
canonical form,正準形式,正則形式
canonical label language,正準標號語言,
canonical labelled tree,正準有標樹,
canonical mapping,正準映像,
canonical maxterm,正準大項,
canonical minterm,正準小項,
canonical model,正準模型,
canonical name,正準名稱,規范名
canonical order,正準次序,正則序
canonical parse,正準剖析,
canonical queue,正準佇列,
canonical record structure,正準記錄結構,
canonical representation,正準表示法,
canonical sentential form,正準句型,
canonical subscript,正準下標,
canonical system,正準系統,
canonical variable,正準變數,
cant,斜面,
cap height,大寫字高度,
capability,能力,能力
capability list,能力表,能力表
capability maturity model,能力成熟度模型,能力成熟[度]模型
capacitance,電容,
capacitive touch screen,電容式觸摸螢幕,電容式觸摸屏
capacitor,電容器,
capacitor storage,電容器儲存器,
capacitor store,電容器儲存,
capacity,容量；產能,容量
capacity function,容量函數,容量函數
capacity load,產能負載,
capacity planning,容量規劃,
capacity planning analysis,產能規劃分析,
capacity planning system,容量規劃系統,
capacity requirements,容量需求,
capacity requirements planning,容量需求規劃,
capital investment,資本投資,
caps,大寫字；大寫鍵,
capstan,絞盤,主動輪
caption,標題,
carbon ribbon,碳色帶,碳膜色帶
carbon stability,碳穩定度,
card,卡；板,卡
card address,卡片位址,
card address backplane,卡片位址底板,
card address design,卡片位址設計,
card assignment,卡片指定,
card back,卡片背面,
card base,卡片庫,
card bed,卡片座,
card board computer,卡板式計算機,
card border,卡片邊緣,
card box,卡箱,
card bus,卡片匯流排,
card cabinet,卡片櫃,
card cage,卡片機架,
card catalog,卡片目錄,
card chassis,卡片底盤,
card code,卡片代碼,
card code set,卡片代碼集,
card collator,卡片整理器,
card column,卡片行,卡片列
card copier,卡片複製機,(卡片)復孔機
card cycle,卡片週期,
card data converter,卡片資料轉換器,
card deck,卡疊,卡片疊
card duplicator,卡片複製機,(卡片)復孔機
card editor,卡片編輯器,
card ejector,卡片排出器,
card enclosure,卡外殼,
card face,卡面,
card feed,饋卡,輸卡裝置
card field,卡片欄位,
card file,卡片檔案,
card frame,卡片邊框,
card frame cage,卡片框機架,
card guide,卡片導引,插件導軌
card holder,卡片固定器,
card hole,卡片孔,
card hopper,載卡器；饋卡槽,送卡箱
card image,卡片影像,
card index,卡片索引,
card input,卡片輸入,
card input magazine,卡片輸入槽,
card insertion,卡片插入,
card insertion and extraction tool,卡片插拔工具,
card interpreter,卡解譯機,
card jam,卡片夾紙,
card leading edge,卡片前緣,
card level module,卡片級模組,
card loader,卡片載入器,
card matching,卡片匹配,
card module,卡片模組,
card mount,裝卡,
card pack,卡疊,卡片疊
card path,卡片路徑,卡片通路
card puller,卡片插拔器,
card punch,打卡機,卡片穿孔[機]
card punch and reader,打卡機與閱讀機,
card puncher,打卡機,卡片穿孔機
card punching,卡片打孔,
card rack,打卡架,插件架
card rate,卡片速率,
card read punch,讀卡打卡機,
card read punch unit,讀卡打卡單元,
card reader controller,讀卡機控制器,
card reader diagnostics,讀卡機診斷,
card reader punch,讀卡打卡機,
card reader,讀卡機,卡片閱讀機
card ready,卡片就緒,
card receiver,卡接收器,
card reproducer,卡片再製器,
card reproducing punch,卡再製打孔,
card row,卡列,卡片行
card run,卡片運行,
card selector,選卡機,
card sensing,卡片感測,
card sensor,卡片感測器,
card set,卡片集,
card slot,卡片槽,
card sorter,卡片分類機,卡片分類機
card sorting machine,卡片排序機,
card stacker,卡堆疊器,接卡箱
card system,卡片系統,
card track,卡軌,
card trailing edge,卡片後緣,
card transceiver,卡片收發器,
card unit speed,卡片單元速率,
card unit type,卡片單元類型,
card verifier,卡片驗證器,
card verifying,卡片驗證,
card wreck,卡片損壞,
card-end connector,卡端連接器,
cardinal number,基數,
cardinalate,基數,
cardinality,基準；基數,
card-level hard disk,卡片硬碟,
card-to-disk conversion,卡片至磁碟轉換,
card-to-tape,卡片至帶,
card-to-tape conversion,卡片至磁帶轉換,
careful writing,謹慎寫出,
caret,插入記號,
carriage,托架,[磁盤]小車
carriage control,托架控制,
carriage control character,托架控制字元,
carriage control data set,托架控制資料集,
carriage control tape,托架控制帶,
carriage controller,托架控制器,
carriage draw spring,托架拉力彈簧,
carriage guide rail,托架導引軌,
carriage lock,托架鎖,
carriage motor,托架馬達,
carriage overflow,托架溢出,
carriage positioning,托架定位,
carriage rail,托架導軌,
carriage release,托架釋放,
carriage restore key,托架復原鍵,
carriage return,回車,回車
carriage return character,回車字元,
carriage return code,回車碼,
carriage return key,換行鍵；回車鍵,
carriage return,輸送筒轉回；回車,回車
carriage space key,托架空格鍵,
carriage tape,控制紙管,
carriage tension spring,托架拉力彈簧,
carrier,載波；載子；載體,
carrier band,載波頻帶,
carrier concentration,載子濃度,
carrier cycle,載波週期,
carrier density,載子密度,
carrier detect,載波檢測,
carrier diffusion,載子擴散,
carrier drive motor,載波驅動馬達,
carrier flooding,載子充滿,
carrier free,無載波,
carrier frequency,載波頻率,
carrier generation,載子產生,
carrier group,載波群,
carrier holes,載體孔,
carrier injection,載子注入,
carrier link,載波鏈接,
carrier mobility,載子移動率,
carrier multiplex communication,載波多工通信,
carrier noise,載波雜訊,
carrier noise level,載波雜訊位準,
carrier on/off,載波開閉,
carrier only,純載波,
carrier power output rating,載波功率輸出功率；載波額定輸出功率,
carrier recovery,載波再生,
carrier return character,載波回車字元,
carrier sense,載波感測,載波偵聽
carrier sense multiple access,載波感測多重存取,載波偵聽多址訪問
carrier sense multiple access with collision avoidance network,具避免碰撞的載波感測多重存取網路,帶碰撞避免的載波偵聽多址訪問網絡
carrier sense multiple access with collision detection network,具檢測碰撞的載波感測多重存取網路,帶碰撞檢測的載波偵聽多址訪問網絡
carrier shift,載波移位,
carrier signal,載波信號,
carrier source,載波源,
carrier storage effect,載子儲存效應,
carrier supply system,載波供應系統,
carrier suppression,載波抑制,
carrier system,載波系統,
carrier telephone circuit,載波電話電路,
carrier transition,載波變遷,
carrier wave,載波,
carriers to noise ratios,載波對雜訊比,
carrier-suppressed transmission,載波抑制傳輸,
carrier-to-noise ratio,載波雜訊比,
carry,進位,進位
carry bit,進位位元,
carry byte register,進位位元組暫存器,
carry chain,進位鍊,
carry circuit,進位電路,
carry clear signal,進位清除信號,
carry complete,進位完成,
carry complete signal,進位完成信號,
carry completion,進位完成,
carry completion detection circuit,進位完成檢測電路,
carry delay,進位延遲,
carry delay time,進位延遲時間,
carry dependent sum adder,進位相關的總數加法器,
carry detection,進位檢測,
carry digit,進位數位；進位位元,
carry flag,進位旗標,
carry flipflop,進位正反器,
carry forward,向前進位,
carry gate,進位閘,
carry gate signal,進位閘信號,
carry gating circuit,進位閘控電路,
carry generate output,進位產生輸出,
carry generation,進位產生,
carry generator,進位產生器,
carry in terminal,進位輸入端,
carry in,進位輸入,
carry indicator,進位指示器,
carry initiating signal,進位啟動信號,
carry input,進位輸入,
carry line,進位線,
carry lookahead adder,進位預看加法器,
carry lookahead generator,進位預看產生器,
carry lookahead logic,進位預看邏輯,
carry lookahead,進位預看,
carry number,進位數,
carry out,進位輸出,
carry out bit,進位輸出位元,
carry out terminal,進位輸出端,
carry output,進位輸出,
carry portion,進位部分,
carry propagate output,進位傳播輸出,
carry propagation,進位傳播,
carry pulse,進位脈波,
carry rate,持貨率,
carry register,進位暫存器,
carry reset,進位重置,
carry separation,進位分離,
carry set,進位集,
carry signal,進位信號,
carry skip,進位跨越,
carry status,進位狀態,
carry status word,進位狀態字,
carry storage,進位儲存,
carry storage adder,進位儲存加法器,
carry storage device,進位儲存裝置,
carry storage register,進位儲存暫存器,
carry system,進位系統,
carry threshold,進位定限,
carry time,進位時間,
carry type,進位類型,
carry,進位,
carrying cost,持貨成本；運載成本,
carrying factor,持貨因數,
carrying rate,持貨比率,
carry-over,接次頁,
carry-propagation adder,進位傳遞加法器,進位傳遞加法器
carry-save adder,節省進位之加法器,保留進位加法器
Cartesian coordinate,卡氏座標,
Cartesian coordinate robot,卡氏座標機器人,
Cartesian coordinate system,卡氏座標系統,
Cartesian product,卡笛爾乘積,笛卡兒積
Cartesian robot,卡氏座標機器人,直角坐標型機器人
cartridge,匣,盒式(磁帶)
cartridge disc,匣式磁碟,盒式磁盤
cartridge disc unit,匣式磁碟單元,
cartridge disk,匣式磁碟,盒式磁盤
cartridge disk drive,匣式磁碟驅動機,
cartridge disk driver,匣式磁碟驅動機,
cartridge label,匣標號,
cartridge loading,匣式載入,
cartridge magnetic tape,匣式磁帶,盒式磁帶
cartridge reader,匣式磁帶閱讀機,
cartridge serial number,匣串序列號碼,
cartridge tape,匣式磁帶,
cascade,級聯；串接,
cascade action control,級聯動作控制,
cascade carry,級聯進位,
cascade circuit,級聯電路,
cascade connection,級聯連接,級聯
cascade control,級聯控制,串級控制
cascade decoder,級聯解碼器,
cascade digital,級聯數位,
cascade entry,級聯入口,
cascade form networks,級聯形式網路,
cascade input,級聯輸入,
cascade list,級聯列表,
cascade logic,級聯邏輯,
cascade machine,級聯機,
cascade machine organization,級聯機組織,
cascade merge,級聯合併,
cascade network,級聯網路,
cascade sequence,級聯順序,
cascade shower,級聯簇射,
cascade sort,級聯排序,
cascade stage,級聯階段,
cascaded carry,逐級進位,逐位進位
cascading,級聯,
cascading style sheet,層疊樣式表,層疊樣式表
case,案例,"范例, *案例"
case axiom,案例公理,情態公理
case base,案例庫,范例庫
case based reasoning,案例為本的推理,
case class,案例類別,情態集
case clause,情況子句,
case dependent similarity,案例依存相似性,范例依存相似性
case dominance theory,格支配理論,格支配理論
case frame,格框,格框架
case grammar,格位文法,格語法
case label,情況標號,
case label list,情況標號列表,
case list element,情況列表元素,
CASE package,電腦輔助軟體工程套裝軟體,
case part,情況部分,
case pointer,情況指標,
case prefix,情況前綴,
case representation,案例表示,范例表示
case restore,案例復原,范例重存
case retrieval,案例檢索,范例檢索
case retrieval net,案例檢索網,范例檢索網
case reuse,案例再用,范例重用
case revision,案例修正,范例修正
case role assignment,情況角色指定,
case selector,情況選擇器,
case selector statement,情況選擇敘述,
case sensitivity,案例；外殼；情況,
case simulator,情況模擬器,
CASE statement,CASE敘述,[分]情況語句
case structure,案例結構,范例結構
case study,案例研究,
case validation,案例驗證,范例驗証
case value,情況值,
case-sensitive,大小寫有關,
cash,現金,
cash accounting method,現金會計法,
cash and COD sales,現金與現金交易銷售,
cash budget,現金預算,
cash despenser/auto teller machine,自動提款機／自動櫃員機,
cash disbursements journal,現金支出日誌,
cash discount,現金折扣,
cash dispenser,提款機,
cash flow,現金流程；現金流量,
cash flow report,現金流程報表,
cash in,現金收入,
cash on delivery,交貨付款,
cash on shipment,裝貨付款,
cash out,現金支出,
cash receipt tape,現金接收帶,
cash register,現金收銀機,
cash requirements report,現金需求報表,
cash sale,現金銷售,
cash send,現金發送,
cashier mode,出納員模式,
cashless society,無現金社會,
cashless system,無現金制,
cassette,卡式,卡式(磁帶)
cassette diagnostic,卡式診斷,
cassette disc,卡式磁碟,
cassette disk,卡式磁碟,
cassette drive,卡式驅動機,
cassette film,卡式軟片,
cassette interface,卡式介面,
cassette interrecord gap,卡式記錄間隙,
cassette magnetic tape,卡式磁帶,卡式磁帶
cassette recorder,卡式記錄器；卡式錄音機器,
cassette tape,卡式磁帶,
cassette tape unit,卡式帶單元,
cassette unit,卡式裝置,
cassette videotape,卡式錄影帶,
cast of symbol,符號鑄型,
cast off,估計原稿所佔篇幅,
cast operator,鑄型運算子,
cast system,鑄型系統,
caster,腳輪,
casting out nines check,除九餘數核對,
casual clearing station,非正式清除站,
casual inspection,不定期檢驗,
casual network user,非正式網路用戶,
casual user,非正式用戶,
casuality,非正式,
casualty report,故障報告,
catalanguage,目標語言,
catalog,目錄；編目,
catalog file descriptor,目錄檔案描述符,
catalog file string,目錄檔案串,
catalog file string error,目錄檔案串錯誤,
catalog listing,目錄列表,
catalog memory,目錄記憶體,
catalog record,目錄記錄,
catalog search,目錄搜尋,
cataloged data set,編目資料集,
cataloged file,編目檔案,
cataloged load module,編目載入模組,
cataloged load module file,編目載入模組檔案,
cataloged permanent file,編目永久檔案,
cataloged priority,編目優先級,
cataloged procedure,編目程序,
cataloged program,編目程式,
cataloger,編目器,
cataloging,編目,
cataloging system,編目系統,
catalogue,目錄；型錄,
catalogue database,目錄資料庫,
catalogued file,編目檔案,
catalogued procedures,編目程序,
catalyst,觸媒,
catalyzer,催化劑,
catastrophe,災難、驟變,
catastrophic cancellation,災難取消,
catastrophic error,災難性錯誤,
catastrophic failure,災難性故障,
categorical analysis,分類分析,范疇分析
categorical data,分類資料,
categorical grammar,分類文法,范疇語法
categorizer,分類器,
category,種類,范疇
catenation,連接；結合,
cathode ray oscillograph,陰極射線示波記錄器,
cathode ray oscilloscope,陰極射線示波器,
cathode ray output,陰極射線輸出資料,
cathode ray tube display,陰極射線管顯示器,
cathode ray tube storage,陰極射線管儲存,
cathode ray tube terminal,陰極射線管終端機,
cathode ray tube,陰極射線管,陰極射線管
causal analysis system,因果分析系統,因果分析系統
causal logic,因果邏輯,因果邏輯
causal message logging,因果訊息日誌,因果消息日志
causal reasoning,因果推理,因果推理
causality,因果律,因果性
causality of automaton,自動機的因果律,
cause and effect,原因及效應,
cause effect graph,因果圖,因果圖
cavalier projection,斜等軸測投影,斜等軸測投影
CCD camera,CCD攝影機,
CD,光碟,"光碟, *光盤"
CD-R,可錄光碟,可錄光碟
CD-rewritable,可重寫光碟,可重寫光碟
CD-ROM,光碟,只讀碟
CD-ROM density,光碟密度,
CD-RW,可重寫光碟,可重寫光碟
celestial navigation computer,天文導航計算機,
cell,細胞,[存儲]單元
cell coordinate,格坐標,
cell delay variation,細胞延遲變動量,信元延遲變動量
cell delineation,細胞劃界,信元划界
cell encoding,細胞編碼,單元編碼
cell growth problem,細胞成長問題,
cell header,細胞表頭,信元頭
cell interconnection,細胞互連,
cell interconnection mask,細胞互連遮罩,
cell library,細胞程式館,
cell logic,細胞邏輯,
cell loss ratio,細胞損耗率,信元丟失率
cell matrix,細胞矩陣,
cell memory,細胞記憶體,
cell model,細胞模型,
cell name,細胞名稱,
cell organized display,細胞式組統顯示,
cell orifice,細胞孔,
cell pointer,格指標,
cell relay,單元繼電器,
cell scanning system,細胞掃瞄系統,
cell space simulation language,細胞空間模擬語言,
cell transfer delay,細胞傳輸延遲,信元傳送延遲
cell value,細胞值,
cellar,儲藏區；堆棧,
cell-octet,八位元組格,字位八位
cellular array,格狀陣列,
cellular array processor,格狀陣列處理機,
cellular automaton,格狀自動機,細胞自動機
cellular chain,胞狀鍊接,
cellular computation,胞狀結構式計算,
cellular computer,胞狀結構式計算機,
cellular construction,格狀構造,
cellular fast processor,胞狀快速處理機,
cellular inverted list,格狀倒排列表,
cellular linear input logic,胞狀線性輸入邏輯,
cellular list,格狀列表,
cellular logic,胞狀邏輯,
cellular logic array,胞狀邏輯陣列,
cellular logic image processor,胞狀邏輯影像處理機,
cellular logic operation,格狀邏輯操作,
cellular memory,胞狀記憶體,
cellular mobile telephone systems,胞狀行動電話系統,
cellular multilist,胞狀多表,
cellular network,胞狀網路,
cellular partition,胞狀分區,
cellular production,胞狀生產,
cellular radio,蜂巢式無線電,
cellular splitting,胞狀分裂,
cellular tree structured computer,胞狀樹結構電腦,
cellular unmanned production,胞狀無人式生產,
center,中心；齊中；中央,居中
center alignment tab,中心對準欄標,
center clipping,中心截割,
center feed hole,中導孔,
center feed tape,中央饋帶,
center finding,中心找尋,
center justification,中心對齊,
center management,電腦中心管理,
center mark,中心標示,
center of a quadric,二次曲面心,
center of an area,區域中心,
center of figure,形心；圖心,
center of gravity,引力中心,
center of projection,投影中心,投影中心
center of spherical curvature,球曲率中心,
center of symmetry,對稱中心,
center operator,中心操作員,
center point,中心點,
center processing unit retry,中央處理單元再試,
center rate,中心率,
center routine,中心常式,
center slicing,中心削波,
center spot,中心點,
center system,中央系統,
center tapped,中心分接,
center tapped primary winding,中心分接的主線圈,
center tapped transformer,中心分接變壓器,
center tree,中心樹,
center zero,中心零,
centered difference,中心差分,
centering,定中心,
centering mark,定中心標示,
centering mode,中齊模式,
centerless grinding,無心研磨,
centerline,中線,
centesimal notation,百進位記法,
centimeter,公分；厘米,
central,中央,
central air data computer,中央大氣資料計算機,
central authority,中心權限,中心機構
central communication controller,中央通信控制器,
central computer complex,中央計算機複合,
central computer,中央計算機,
central computing facility,中央計算設施,
central console,中央控制台,
central control,中央控制,
central control board,中央控制板,
central control cycle,中央控制循環,
central control desk,中央控制台,
central control line,中央控制線路,
central control module,中央控制模組,
central control room,中央控制室,
central control unit,中央控制單元,
central controller,中央控制器,
central data acquisition system,中央資料獲取系統,
central data bank,中央資料庫,
central data display,中央資料顯示器,
central data file,中央資料檔案,
central data processing center,中央資料處理中心,
central data processor,中央資料處理機,
central database,中央資料庫,
central difference formula,中央差分公式,
central difference interpolation,中央差分內插,
central difference notation,中央差分記法,
central difference operator,中央差分運算子,
central digital computer,中央數位電腦,
central display unit,中央顯示單元,
central distributed system,中央分散式系統,
central exchange,中央交換；中央局；總局,
central file,中央檔案,
central finite difference,中央有限差分,
central flow control precedence network,中央流程控制在先網路,
central flow control software,中央流程控制軟體,
central flow control software system analysis,中央流程控制軟體系統分析,
central index file,中央索引檔案,
central interconnection,中央互連,
central interface unit,中央介面單元,
central interrupt register,中央中斷暫存器,
central laboratory minicomputer,中央實驗室迷你電腦,
central limit theorem,中央極限定理,
central line,中央線,
central location,中央位置,
central logic bus,中央邏輯匯流排,
central logic complex,中央邏輯複合,
central logic control,中央邏輯控制,
central logic unit,中央邏輯單元,
central mean,中央均值,
central mean operator,中央均值運算子,
central memory control,中央記憶體控制,
central memory,中央記憶體,
central module,中央模組,
central moment,中央矩,中心矩
central monitoring,中央監視,
central nervous system,中央神經系統,
central office,總局；中央局,
central office exchange,總局交換,
central operation,中央操作,
central point,中央點,
central process unit,中央處理單位,
central processing element,中央處理元件,
central processing system,中央處理系統,
central processing unit loop,中央處理單元迴路,
central processing unit,中央處理單元,中央處理器
central processor,中央處理機,
central processor control,中央處理機控制,
central processor simulation,中央處理機模擬,
central processor subsystem,中央處理機子系統,
central queue,中央佇列,中央隊列
central register,中央暫存器,
central scanning loop,中央掃瞄迴路,
central serve,中央伺服系統,
central site,中央地點,
central station,中樞站；中央站,
central storage,中央儲存器,
central string table,中央字串表,
central subsystem,中央子系統,
central switching,中心交換,
central terminal unit,中央終端裝置,
centralization,集中化,
centralize,集中,
centralized algorithm,集中化算法,
centralized arbiter,集中仲裁器,
centralized automatic testing,集中式自動測試,
centralized buffer pool,集中式緩衝池,集中式緩沖池
centralized computer networks,集中型電腦網路,
centralized control,集中控制,集中控制
centralized control network,集中控制網路,
centralized control system,集中控制系統,
centralized data processing,集中式資料處理,
centralized database,集中式資料庫,
centralized engine room control,機房集中控制,
centralized monitoring system,集中監視系統,
centralized multiend point connection,集中多端點連接,
centralized multipoint,集中式多點,
centralized network,集中式網路,集中式網
centralized processing,集中式處理,集中[式]處理
centralized reference system,集中式參考系統,
centralized refresh,集中式更新,集中[式]刷新
centralized resource management,集中式資源管理,
centralized resource management algorithm,集中資源管理演算法,
centralized supervisory and control equipment,集中監督與控制設備,
centralized system,集中式系統,
centralized topology,集中式佈局,
centralized traffic control,集中式交通控制,
centralized update library,集中式更新程式館,
centrally controlled network,集中受控網路,
centrex,中央交換（centralexchange）,
centrifugal action,離心作用,
centrifugal blower,離心式吹風機,
centripetal force,向心力,
centripetal model,向心模型,向心模型
centroid,形心,
centroid of a free tree,自由樹的形心,
centroid of volume,容體的形心,
centroid point,形心點,
centroid vector,形心向量,
CEO,執行長,"執行主管, *首席執行官"
ceramet,金屬陶瓷,
ceramic,陶瓷,
ceramic bond,陶瓷接合,
ceramic cap,陶瓷帽,
ceramic capacitor,陶瓷電容器,
ceramic dual in-line package,雙列直插式陶瓷封裝,
ceramic metal,陶瓷金屬,
ceramic package,陶瓷包,
ceramic packing,陶瓷包裝,
ceramic plate,陶瓷板,
ceramic seal,陶瓷密封,
ceramic substrate,陶瓷基體,
ceramic wafer,陶瓷晶片,
ceramicon,陶瓷管,
certainty,確定性,
certainty factor,確定因子；確定性因子,確信度
certainty rules,確定規則,
certificate,證書,証書
certificate agency,認證機構,証書[代理]機構
certificate authentication,認證鑑別,証書鑒別
certificate chain,認證鏈,証書鏈
certificate management authority,認證管理權限,証書管理機構
certificate revocation,認證廢除,証書廢除
certificate revocation list,認證作廢表,証書作廢表
certificate status authority,認證狀態權限,証書狀態機構
certification,認證,認証
certification authority,認證權限,認証機構
certification chain,認證鏈,認証鏈
certification path,認證路徑,
certify,證實,証實
CF,可信度,確信度
CGI,共用閘道介面,公共網關接口
chad,孔屑,孔屑
chadded paper tape,已打孔紙帶,
chadded tape,已打孔帶,
chadless,半穿孔,
chadless paper tape,半穿孔紙帶,
chadless tape,半穿孔,
chain,鍊；鍊接,鏈
chain addition program,鍊加法程式,
chain address,鍊位址,
chain addressing,鍊定址,
chain area,鍊區域,
chain break,鍊間斷,
chain byte,鍊位元組,
chain calculation,鍊計算,
chain carry,鍊進位,
chain character area,鍊字元區域,
chain circuit,鍊電路,
chain code,鍊碼,
chain code following,鍊碼跟隨,鏈碼跟蹤
chain code generator,鍊碼產生器,
chain code tracing,鍊碼追蹤,
chain command,鍊命令,
chain command flag,鍊命令旗標,
chain connection,鏈式連接,鏈式連接
chain console typewriter,鍊控制台打字機,
chain data,鍊資料,
chain data address,鍊資料位址,
chain data code,鍊資料碼,
chain data flag,鍊資料旗標,
chain decomposition theorem,連鎖分解定理,
chain effect,連鎖效應,
chain error,鍊錯誤,
chain feature,鍊特徵,
chain field,鍊欄,
chain file,鍊檔案,鏈式文件
chain image,鍊影像,
chain in,鍊入,
chain index,鍊索引,
chain infection,鏈式感染,鏈式感染
chain job,鍊工件,鏈式作業
chain letter,鏈式郵件,鏈式郵件
chain line printer,鍊式列印機,鏈式打印機
chain list,鍊串列,
chain maintenance program,鍊維護程式,
chain matrices,鍊矩陣,
chain mode,鍊模式,
chain of controller,控制器鍊,
chain of subcatalog,子目錄鍊,
chain output,鍊輸出,
chain printer,鍊式列印機,鏈式打印機
chain program,鍊程式,
chain reaction,連鎖反應,
chain record,鍊記錄,
chain robot arm,鍊接機器手臂,
chain rule,鍊規則；連鎖律,
chain rule for differentiation,微分連鎖律,
chain scheduling,鍊排程,鏈式調度
chain search,鍊搜尋,
chain segment,鍊段,
chain validation edit,鍊驗證編輯,
chained address,鍊接位址,
chained addressing,鍊接定址,
chained allocation,鍊接分配,
chained dependence,鍊接相關,
chained detail record,鍊接明細記錄,
chained fields,鍊接欄,
chained file,鍊接檔案,
chained file allocation,鍊接檔案分配,鏈式文件分配
chained file management system,鍊接檔案管理系統,
chained job,鍊接工件,
chained line,鍊接行,
chained linear list,鍊接線性串列,
chained list,鍊接串列；鏈結串列,鏈[接]表
chained list search,鍊接串列搜尋,鏈接表搜索
chained printing,鍊接印刷,
chained record,鍊接記錄,
chained sector,鍊接扇區,
chained segment buffer,鍊接段緩衝區,
chained segment buffering,鍊接段緩衝,
chained sequence,鍊接順序,
chained stack,鍊接堆疊,鏈式棧
chained structured record,鍊接結構記錄,
chained sublibraries,鍊接子程式庫,
chaining,鍊接,
chaining address,鍊接位址,
chaining backward,鍊接反向,
chaining bit,鍊接位元,
