en,zh-hant,zh-hans
record-id,記錄識別碼,
recording,記錄,記錄
free-word retrieval,自由詞檢索,自由詞檢索
freeze,凍結,
freeze frame,凍結框,
freeze mode,凍結模,
freeze point,凍結點,
freeze point specifications,凍結點規格,
freezer hybrids,冷凍器用併合電路,
freight,運費,
freight amount,運費金額,
freight status file,貨運狀態檔案,
French patent,法國專利,
frequency,頻率,
frequency agility,頻率靈敏度,
frequency aliasing,頻率混疊,
frequency allocation,頻率分配,
frequency allocation list,頻率分配表,
frequency analog computer,頻率類比計算機,
frequency analysis,頻率分析；頻譜分析,
frequency analysis and control,頻率分析與控制,
frequency analysis compaction,頻譜分析緊密法,
frequency analyzer,頻率分析器,
frequency and time division data line,頻分與時分資料線,
frequency and time division data link,頻率與時分資料鏈接,
frequency assignment chart,頻率指定圖,
frequency band,頻帶,
frequency bandwidth,頻寬,
frequency carrier,載波頻率,
frequency change signaling,變頻發信,
frequency changer,變頻器,
frequency channel,頻道,
frequency characteristic,頻率特性,
recording area,記錄區,
recording channel,記錄通道,
recording chart,記錄圖,
recording density,記錄密度,記錄密度
recording disk,記錄磁碟,
recording flux,記錄通量,
recording format,記錄格式,
recording head,記錄頭,
recording key,記錄鍵,
recording level control,記錄位準控制,
recording level indicator,記錄位準指示器,
recording measurement,記錄測量,
recording media,記錄媒體,
recording medium,記錄媒體；記錄介質,
recording method,記錄方法,
recording mode,記錄模式,記錄方式
recording of abnormality,不正常記錄,
recording of security information,保密資訊記錄,
recording offset angle,記錄偏置角,
recording pen,記錄筆,
recording processing program,記錄處理程式,
recording program,記錄程式,
recording spot,記錄光點（傳真機）,
recording station,記錄站,
recording stylus,記錄針,
recording subsystem,記錄子系統,
recording surface,記錄面,
recording system,記錄系統,
recording tape,記錄帶,
recording technique,記錄技術,
frequency coding,頻率編碼,
frequency compression demodulator,頻率壓縮解調器,
frequency control analysis facility,頻率控制分析設施,
frequency control and analysis center,頻率控制與分析中心,
frequency conversion accessory,頻率轉換附件,
frequency converter,頻率轉換器,變頻器
frequency count,頻率計數,
frequency counter,計頻器,
frequency demodulation,頻率解調,
frequency departure,頻率分離,
frequency dependent,頻率相依性,
frequency detuning,頻率失諧,
frequency dictionary,頻率辭典,
frequency discrimination,頻率鑑別,
frequency discriminator,鑑頻器,
frequency distortion,頻率失真,
frequency distribution,頻率分佈,
frequency diversity,頻率分集,
frequency divider,分頻器,
frequency division data link,頻分資料鏈,
frequency division modulation,頻分調變,
frequency division multiple access,頻分多重存取,
frequency division multiple address,頻分多址,
frequency division multiplex equipment,頻分多工設備,
frequency division multiplex,頻分多工,
frequency division multiplexer,頻分多工器,
frequency division multiplexer/multiplexing,分頻多路轉換器／多路轉換,
frequency division multiplexing limitations,頻分多工限制；頻分交換系統,
frequency division multiplexing,頻分多工,
frequency division switching system,頻分交換機,
frequency domain,頻域,頻域
recording time,記錄時間,
recording trunk,記錄幹線,
recording unit,記錄單位,
record-length field,記錄長度欄位,
records center,記錄中心,
record's file address,記錄檔案位址,
records grouped,成群記錄,
records retention schedule,記錄保留排程,
records search,記錄搜尋,
recourse,追索權,
recover,恢復,
recoverability,可恢復性,可恢復性
recoverable ABEND,可恢復異常終止,
recoverable catalog,可恢復目錄,
recoverable deleted file,可恢復已刪除檔案,
recoverable error,可恢復錯誤,
recoverable read error,可恢復讀出錯誤,
recoverable resource,可恢復資源,
recoverable satellite,可恢復衛星,
recoverable synchronization,可恢復同步化,
recoverable transaction,可恢復異動,
recovered signal,已恢復信號,
recovering aid,恢復輔助程序；（衛星的）回收輔助設備,
recovery,恢復；復元,恢復
recovery area logging,恢復區登錄,
recovery block,恢復塊,恢復塊
recovery capability,恢復能力,恢復能力
recovery clustering algorithm,恢復叢集演算法,
recovery command,恢復命令,
recovery control center,恢復控制中心,
recovery data,恢復數據,
recovery file,恢復檔案,
frequency domain convolution,頻域卷積,
frequency domain equalizer,頻域均衡器,
frequency domain experiment design,頻域實驗設計,
frequency doubler,倍頻器,
frequency doubling,頻率加倍,
frequency drift,頻率漂移,
frequency driven design,頻率驅動的設計,
frequency exchange signaling,交換頻率通信,
frequency frogging,頻率跳換,
frequency hopping multiple access,跳頻多重存取,
frequency hopping time hopping,跳頻／跳時,
frequency interference control,頻率干擾控制,
frequency meter,頻率計,
frequency modulation,調頻,調頻[制]
Frequency modulation association,調頻協會,
frequency modulation discriminator,調頻鑑頻器,
frequency modulation recording,調頻記錄,調頻記錄法;FM記錄法
frequency modulation system,調頻系統,
frequency multiplex,頻率多工,
frequency multiplexing,頻率多工法,
frequency multiplier,頻率倍增器,
frequency of access,存取頻率,
frequency of optimum traffic,最佳通信量的頻率,
frequency of oscillation,振盪頻率,
frequency of reference,參考頻率,
frequency offset,頻率偏置,
frequency pulling,頻率曳移,
frequency resolution,頻率解析度,
frequency response function,頻率回應函數,
frequency response test,頻率回應測試,
frequency response,頻率響應,
recovery from fallback,從降運行恢復,
recovery from the failure,從故障恢復,故障恢復
recovery function,恢復功能；復原功能,
recovery interrupt,恢復中斷,
recovery library,恢復程式館,
recovery line,恢復列,
recovery log,恢復日誌,
recovery management,恢復管理,
recovery management support,恢復管理支援（程序）,
recovery method,恢復法,
recovery mode,恢復模式,
recovery of abort locked file,異常中止加鎖定檔案的恢復,
recovery of global storage area,總體儲存區的恢復,
recovery philosophy,恢復哲理,
recovery plan,復原計畫,
recovery point,恢愎點,
recovery policy,恢復政策,
recovery procedure,恢復程序,
recovery procedures error,恢復程序錯誤,
recovery process,恢復過程,
recovery processing,恢復處理,
recovery program,恢復程式,
recovery rate,恢復速率,
recovery routine,恢復常式,
recovery system,恢復系統,
recovery termination manager,恢復終止管理器,
recovery time,恢復時間；復原時間,
recovery unit,恢復單位,
recovery unit journal,恢復單位日誌,
recovery utility,恢復公用程式,
frequency reuse,頻率再用,
frequency shift,頻移,
frequency shift coded data,頻移編碼資料,
frequency shift coding,頻移寫碼,
frequency shift communication system,頻移通信系統,
frequency shift data,頻移資料,
frequency shift key,頻移鍵控,
frequency shift keying,頻移鍵控,移頻鍵控[調制]
frequency shift modulation,頻移調變,
frequency shift modulator,頻移調變器,
frequency shift system,頻移系統,
frequency shift transmission,頻移傳輸,
frequency spectrum,頻譜,
frequency standard,頻率標準,
frequency swing,頻率擺動,
frequency synchronism,頻率同步,
frequency synthesizer,頻率合成器,
frequency test,頻率測試,
frequency time coding of pulse,脈衝頻率時間編碼,
frequency time control,頻率時間控制,
frequency time modulation,頻率時間調變,
frequency tolerance,頻率容許度,
frequency transient response,頻率暫態回應器,
frequency translation,頻率變換,
frequency-halving circuit,分頻電路,
frequency-hopped spread spectrum,跳頻展頻,
frequency-to-number converter,頻率至數位轉換器,
frequently asked questions,常見問題,常見問題
frequently used data,常用資料,
fresh copy,最新副本,
friction,摩擦,
friction belt,摩擦皮帶,
recovery variable set,恢復變數集,
recovery volume,恢復卷,
recovery-rollback functionality,恢復－重算功能性,
recreatable database,可重建數據庫,
rectangle,矩形,
rectangular,矩形的,
rectangular array,矩形陣列,
rectangular codes,矩形碼,
rectangular connector,矩形連接器,
rectangular coordinate system,矩形座標系統,
rectangular curve,矩形曲線,
rectangular curvilinear coordinate,矩形曲線坐標,
rectangular data window,矩形資料視窗,
rectangular distribution,矩形分佈,
rectangular error pattern,矩形誤差型樣,
rectangular finite element,矩形有限元素,
rectangular function,矩形函數,
rectangular game,矩形競賽,
rectangular hysteresis loop,矩形磁滯迴路,
rectangular integration,矩形積分,
rectangular loop,矩形迴路,
rectangular membrane,矩形薄膜,
rectangular net,矩形網格,
rectangular robot,直角座標型機器人,直角坐標型機器人
rectangular shaped pulse,矩形脈衝,
rectangular spherical coordinate,球面直角坐標,
rectangular waveguide,矩形波導,
rectangular window,矩形視窗,
rectangular window function,矩形視窗功能,
rectangularity,矩形性,
friction clutch,摩擦離合器,
friction feed,摩擦供紙,摩擦輸紙
friction feed paper,摩擦供紙,
friction feeder,摩擦供紙器,
friction pressure control,摩擦壓力控制,
frictional error,摩擦誤差,
friendliness,親和性,
frilling,皺褶,
fringe,邊緣,
fringe node,邊緣節點,
fringe vertex,邊緣頂點,
fringing field distribution,邊緣場分佈,
FRN,訊框中繼網路,幀中繼網
from date,起始日期,
from effectivity date,有效開始日期,
front back connection,正反面連接,
front back interference,前後干擾,
front clipping plane,前剪平面,
front compression,前端壓縮,
front computer,前端計算機,
front connection,前連接,
front cover,前蓋；前蓋板,
front door,前門,
front edge,前緣,
front elevation,正視圖,
front end communications processor,前端通信處理機,
front end compression,前端壓縮,
front end computer,前端計算機,
front end concentrator,前端集中器,
front end control facility,前端控制設施,
front end control facility package,前端控制設施組件,
rectification,整流,
rectification circuit,整流電路,
rectifier,整流器,整流器
rectify,整流；（圖形的）糾正；蒸鎦；精鎦,
rectifying action,整流作用,
rectifying efficiency,整流效率,
rectilinear,直線的,
rectilinear scan,直線掃瞄,
rectilinear transmission,直線傳輸,
recurrence,遞迴,
recurrence code,遞迴碼,
recurrence formula,遞迴公式,
recurrence method,遞迴方法,
recurrence rate,遞迴率,
recurrence relation,遞迴關係,遞推關系
recurrence state,遞迴狀態,
recurrence system,遞迴系統,
recurrence time,遞迴時間,
recurrence transmission code,遞迴傳輸碼,
recurrence type,遞迴型式,
recurrent code,遞迴碼,
recurring decimal,循環小數,
recursion,遞迴,
recursion analysis,遞迴分析,
recursion equation,遞迴方程式,
recursion formation principle,遞迴形成原理,
recursion formula,遞迴公式,
recursion instruction,遞迴指令,
front end converter,前端轉換器,
front end development,前端開發,
front end edit,前端編輯,
front end microprocessor,前端微處理機,
front end network processor,前端網路處理機,
front end processing,前置處理；前端處理,
front end processor architecture,前端處理機架構,
front end processor interface,前端處理機介面,
front end processor,前端處理機,
front end software,前端軟體,
front end system,前端系統,
front end,前端,
front gap,前間隙,
front lay,前端定位裝置,
front load chassis,前面安裝的機架,
front loading,前面載入,
front mounted connector,面板連接器；正面掛裝的連接器,
front panel,前面板,
front panel function,前面板功能,
front panel microroutine,前面板微常式,
front porch,前沿,
front printing,正面列印,
front projection,前投影,
front view,正視圖,
front wiring,明線佈線,
front-end processor,前端處理機,前端處理器
frontier,邊界,
frontier node,邊界節點,
frontier set,邊界集,
front-to-back effect,前後不一致的效應,
frozen period,凍結期間,
recursion programming,遞迴程式設計,
recursion scheme,遞迴方案,
recursion theorem,遞迴定理,遞歸定理
recursive,遞迴；回歸的；遞歸的,
recursive address,遞迴位址,
recursive address calculation,遞迴位址計算,
recursive algorithm,遞迴演算法,遞歸算法
recursive analysis,遞迴分析,
recursive attribute,遞迴屬性,
recursive block coding,遞迴塊編碼,遞歸塊編碼
recursive call,遞迴呼叫,
recursive chain,遞迴鍊接,
recursive computation,遞迴計算,遞歸計算
recursive computer,遞迴電腦,
recursive computer architecture,遞迴電腦架構,
recursive control mechanism,遞迴控制機制,
recursive coroutine,遞迴共常式,
recursive data flow,遞迴資料流,
recursive data flow schema,遞迴資料流綱目,
recursive data type,遞迴資料類型,
recursive deconvolution,遞迴反卷積,
recursive definition,遞迴定義,
recursive definition of domain,遞迴定義領域,
recursive descent,遞迴下降,
recursive descent data flow analysis,遞迴下降資料流分析,
recursive descent parser,遞迴下降剖析器,
recursive domain definition,遞迴領域定義,
recursive estimation,遞迴估計,遞歸估計
recursive estimator,遞迴估計器,
recursive experiment design,遞迴實驗設計,
recursive fashion,遞迴方式,
frozen time period,凍結時段,
frozen token,凍結符記,凍結標記
F-rule,F規則,
frying,話筒噪音,
FSK,頻移鍵控,移頻鍵控[調制]
FST,快速依序傳送,快速有序運輸[協議]
FST,檔案狀態表,文件狀態表
FT-AM,檔案傳送存取方法,文件傳送存取方法
FTP,檔案傳送協定,文件傳送協議
fuel cell,燃料電池,
Fujitsu automatic computer,富士通自動計算機,
Fujitsu automatic numerical control,富士通自動數控,
Fujitsu network architecture,富士通網路架構,
full adder output,全加器輸出,
full adder,全加器,全加器
full address,全位址,
full address jump,全位址跳越,
full addressing,全位址尋址,
full assembly,全組合,
full auto-bonding system,全自動焊接系統,
full automatic cataloging technique,全自動編目技術,
full automatic compiler translator,全自動編譯翻譯器,
full automatic electronic judging device,全自動電子決策裝置,
full automatic switching network,全自動交換網路,
full balanced tree,全平衡樹,
full binary tree,滿二元樹,
full buffer,全緩衝,
full call letters,完整呼叫字,
full capability mode,全功能模式,
Recursive FFT,遞迴快速傅立葉變換,
recursive formulation,遞迴公式化,
recursive function,遞迴函數,遞歸函數
recursive grammar,遞迴文法,
recursive identification algorithm,遞迴識別演算法,
recursive image decomposition,遞迴影像分解,
recursive invocation,遞迴調用,
recursive language,遞迴語言,遞歸語言
recursive limit,遞迴極限,
recursive linear regression,遞迴線性迴歸,
recursive list,遞迴串列,
recursive list processing,遞迴串列處理,
recursive macro,遞迴巨集,
recursive macro call,遞迴巨集呼叫,
recursive method,遞迴方法,
recursive pattern matcher,遞迴型樣匹配器,
recursive predicate,遞迴述詞,
recursive predictor,遞迴預測子,
recursive principle,遞迴原理,
recursive procedure,遞迴程序,
recursive procedure call,遞迴程序呼叫,
recursive procedure for generating binary tree,產生二元樹遞迴程序,
full capacity,全滿容量,
full carrier,全載波,
full character matrix,全字元矩陣,
full character printer,全字元列印機,
full circle,全圓,
full coat magnetic film,全塗層磁膜,
full compaction,全壓緊,
full concatenated key,全序連鍵,
full costing,全成本法,
full count input,滿數輸入,
full count out,滿數輸出,
full customed,全定製的,
full cycling file organization,全循環檔案組織,
full data set authority,全資料集權限,
full decode address,全解碼位址,
full demand paging,全需求調頁,
full demand paging memory management,全需求分頁記憶體管理,
full designation,全指定,
full detail,全明細,
full direct addressing,全位址直接定址,
full directory path,完整目錄路徑,
full drive pulse,全驅動脈波,
full duplex channel,全雙工通道,
full duplex character transmission,全雙工字元傳輸,
full duplex circuit,全雙工電路,
full duplex dedicated link,全雙工電專屬鏈接,
full duplex facilities,全雙工設施,
full duplex line,全雙工線路,
full duplex link,全雙工鏈路,
full duplex mode,全雙工模式,
recursive procedure for traversing binary tree,遊歷二元樹遞迴程序,
recursive process,遞迴過程,
recursive program,遞迴程式,
recursive program logic,遞迴程式邏輯,
recursive programming,遞迴程式設計,
recursive query,遞迴查詢,遞歸查詢
recursive query processing,遞迴查詢處理,
recursive relation,遞迴關係,
recursive routine,遞迴常式,遞歸例程
recursive rule,遞迴規則,
recursive schema,遞迴綱目,
recursive sequence,遞迴順序,
recursive set,遞迴集,
recursive solution,遞迴解,
recursive structure,遞迴結構,
recursive subroutine,遞迴次常式；遞迴副常式,
recursive subroutine method,遞迴次常式法,
recursive substitute,遞迴替代,
recursive transition net,遞迴變遷網,
recursive transition network,遞迴變遷網路,遞歸轉移網絡
recursive type definition,遞迴型定義,
recursive unsolvability,遞迴不可解性,
recursive vector instruction,遞迴向量指令,遞歸向量指令
recursively defined dequence,遞迴定義雙端佇列,
recursively defined operating system,遞迴定義作業系統,
recursively defined sequence,遞迴定義的序列,
recursively defined variable,遞迴定義變數,
recursively enumerable language,遞迴可枚舉語言,遞歸可枚舉語言
recursively enumerable set,遞迴可枚舉集,
recursively-enumerable language,遞迴可枚舉語言,
recursiveness,遞迴性,
full duplex operation,全雙工作業,
full duplex performance,全雙工性能,
full duplex primary station,全雙工主站,
full duplex service,全雙工服務,
full duplex telephone lines,全雙工電話線,
full duplex teletype,全雙工電傳打字,
full duplex terminal,全雙工終端,
full duplex transmission,全雙工傳輸,
full duplex,全雙工,
full electronic switching system,全電子交換系統,
full figure,全圖,
full file management functionality,全檔案管理功能性,
full file protection functionality,全檔案保護功能性,
full form character,全形字元,
full frame,全框；全畫面,
full frame time code,全框時間碼,
full function node,全功能節點,
full function work station,全功能工作站,
full functional dependence,全功能相依,完全函數依賴
full functional dependency,全函數相依,
full group,全群,
full Hanzi support,全漢字支持,
full immersive VR,全沉浸式虛擬實境,全沉浸式虛擬現實
full install,完全安裝,
full key,全鍵,
full keyboard input,全鍵盤輸入,
full language,語言全集,
full language ALGOL 68 checkout compiler,全ALGOL68語言檢驗編譯器,
full level pegging,全階盯承法,
full line,整行,
full line mode,全行模式,
full load current,滿載電流,
recursiveness of stack automaton,堆疊自動機遞迴性,
recursiveness problem,遞迴性問題,
recycle,再循環,
recycle process,再循環過程,
recycle system,再循環系統,
recycler,再循環器,
recycling program,再循環程式,
red,紅色,紅色
Red language,紅色語言,
red line characteristic,紅線特性,
red lining,紅線；畫紅線,
red signal,紅信號,紅信號
red/black engineering,紅黑工程,紅黑工程
redact,編校,
redaction,編校,
full load frame time,滿載框時間,
full load,滿載,
full logical connectivity,全邏輯連接性,
full magnetic controller,全磁控制器,
full matrix method,滿矩陣法,
full motion video,全螢幕視訊信號,全動感視頻
full name,全名,全名
full numbering line,完整編號行,
full operand,全運算元,
full packet,滿封包,
full path,全路徑,
full path name,全路徑名稱,
full payment lease,全付式租賃,
full period,整週期,
full print,全列印,
full procedural language,全程序語言,
full process,全處理程序,
full range,全範圍,
full read pulse,全讀脈波,
full recording mode,完整記錄模式,
full recovery,全恢復；完全恢復,完全恢復
full routing node,全擇徑節點,
full scale clearance,全規模清除,
full scale equation,全規模方程式,
full scale range,全規模範圍,
full scale value,滿標值,
full scale,全規模；滿刻度,
full scan,全掃瞄,
full screen,全螢幕,全屏幕
full screen editing,全螢幕編輯,
full screen editor,全螢幕編輯器,
redaction rule,編校規則,
redefinable cross assembler,可重定義交叉組合程式,
redefine,重定義,
redefine clause,重定義子句,
redesign,重新設計,
reding task,閱讀任務,
reding-writing amplifier,讀－寫放大器,
redirect,重定向,
redirection,重定向,重定向
redirection of I/O,輸入輸出重定向,
redirection operator,重定向運算子,重定向操作符
redirection table,重定向表,
redistribute,再分散,
redo,重作,重做
redouble,再加倍,
redress,調整；糾正,
red-tape,繁複；紅帶；官樣文章,
red-tape operation,紅帶作業；繁複作業；內務作業,
reduce,歸約,歸約
reduce action,歸約動作,
reduce automaton,歸約自動機,
reduce load,歸約負載,
reduce state,歸約狀態,
reduced cut-set,縮減割集,
reduced cycle matrix,縮減循環矩陣,
reduced Echelon form,縮減耶希隆形式,
reduced equation,簡化方程式；歸約方程式,
reduced floe table,縮減流程表,
reduced gradient method,歸約梯度法,
reduced grammar,歸約文法,
reduced graph,簡化圖；縮減圖,
full screen field naming,全螢幕欄位命名,
full screen form,全螢幕形式,
full screen interface,全螢幕介面,
full screen mode,全螢幕模式,
full screen naming,全螢幕命名,
full screen panel,全螢幕面板,
full screen processing,全螢幕處理,
full screen text editor,全螢幕文字編輯器,
full selected current,全選電流,
full shift capability,全移位能力,
full size,全形,
full size character,全形字元,
full size cursor,全形游標,
full size key,全形鍵,
full size mode,全形模態,
full size pulse,全形脈衝,
full speed,全速,
full speed operation,全速作業,
full spelling,完整拼寫,
full stop,句號；全停止,
full store,儲存滿,
full subtracter,全減法器；全減器,全減器
full symbolic name,全符號名,
full system integrity,全系統的完整性,
full text database,全文資料庫,
full text retrieval,全文檢索,全文檢索
full text searching,全文搜尋,
full tone original,全色調原始,
full transparent text mode,全透通本文模式,
full wafer LSI,整片大型積體電路,
full wafer memory,整片記憶體,
reduced incidence matrix,縮減關聯矩陣,
reduced instruction,精簡指令,精簡指令
reduced instruction set computer,精簡指令集電腦,精簡指令集計算機
reduced instruction set computing,縮減指令集計算,
reduced machine,歸約機,
reduced operation,歸約操作,
reduced ordered pair group,約化有序對群,
reduced program,簡化程式,
reduced relative clause,縮減相對子句,
reduced tree height,簡化樹高,
reduced view,縮減視野,
reduced walk,縮減行走,
reducibility,可約性,可歸約性
reducibility axiom,可約性公理,
reducible expression,可約表式,
reducible flow graph,可縮減流圖,
reducible graph,可約圖,
reducible matrix,可約矩陣,
reducible operator,可約運算子,
reducible polynomial,可約多項式,
full wave power supply,全波電源,
full wave,全波,
full width erase head,全寬度抹除頭,
full word,全字,
full word boundary,全字邊界,
full word data item,全字資料項,
full word device,全字裝置,
full word input/output buffer,全字輸入輸出緩衝器,
full word instruction,全字指令,
full word integer overflow,全字整數溢出,
full write pulse,全寫脈衝,
full-duplex transmission,全雙工傳輸,全雙工傳輸
full-motion video,全動作視訊,
full-page display,整頁顯示,整頁顯示
full-text indexing,全文索引,全文索引
fully associative buffer storage,全相聯緩衝儲存器,
fully associative cache,全相聯快取,
fully associative mapping,全相聯對映,全相聯映射
fully automated computer program,全自動計算機程式,
fully automated switched telecommunication network,全自動交換電信網絡,
fully automatic,全自動,
fully automatic cataloging technique,全自動編目技術,
fully automatic compiler translator,全自動編譯器翻譯器,
fully automatic compiling system,全自動編譯系統,
fully automatic compiling technique,全自動編譯技術,
fully automatic electronic judging device,全自動電子判斷裝置,
fully automatic high quality translation,全自動高品質翻譯,
fully automatic machine translation,全自動機器翻譯,
fully automatic network,全自動網路,
fully automatic processing,全自動處理,
reducible representation,可約表示,
reducing,還原；減少；減小；簡化,
reducing principle,歸約原理,
reducing strength,歸約強度,
reducing transitive grammar,歸約遞移文法,
reduction,縮減；歸約；簡化,歸約
reduction algorithm,歸約演算法,
reduction computer,歸約計算機,
reduction factor,歸約因子,
reduction language,歸約語言,
reduction machine,歸約機,歸約機
reduction operation,歸約運算,
reduction procedure,歸約程序,
reduction program,歸約程式,
reduction ratio,歸約比,
reduction variable,縮減變數,
redundancy,多餘性；冗餘,冗余
redundancy allocation,冗餘分配,
redundancy analysis,冗餘分析,
redundancy automaton,冗餘自動機,
redundancy bit,冗餘位元,
redundancy character,冗餘字元,
redundancy check,冗餘核對,冗余檢驗
redundancy checking,冗餘檢查,
redundancy coding,冗餘編碼,
redundancy computer system,冗餘電腦系統,
redundancy connection,冗餘連接,
redundancy control,縮減控制,
redundancy logic,冗餘邏輯,
redundancy loop,冗餘迴路,
redundancy loop map,冗餘迴路映射,
fully automatic service,全自動業務,
fully automatic switching system,全自動交換系統,
fully automatic switching teletype,全自動電傳交換,
fully automatic test algebraic language,全自動測試代數語言,
fully buffered channel,全緩衝通道,
fully concatenated key,全序連鍵,
fully connected network,全連接網絡,全連接網
fully connected primary satellite system,全連接主衛星系統,
fully connected single primary satellite system,全連接單主衛星系統,
fully decoded,全解碼,
fully developed production program,發展完成的生產程式,
fully dissociated mode of operation,完全不相聯的作業模式,
fully distributed cost,完全分散式成本,
fully distributed system,完全分散式系統,
fully formed character,全形字元,
fully functional dependent,全函數相關,
fully integrated digital network,全整體數位網路,
fully integrated magnetic memory,全積體磁記憶體,
fully interpretive translator,全解譯翻譯器,
fully inverted attribute,全反相屬性,
fully inverted file,全反轉檔案,
fully parallel associative memory,全平行相聯記憶體,
fully parallel associative processor,全平行相聯處理機,
fully parallel memory,全平行記憶體,
fully parenthesized notation,全括號記法,
fully perforated tape,全穿孔紙帶,
fully polynomial time approximation,全多項式時間近似,
fully qualified domain name,全限定域名,"全限定域名, *全稱域名"
fully qualified name,全限定名,
fully remote data acquisition,全遠程資料獲取,
fully static memory,全靜態記憶體,
redundancy technique,冗餘技術,
redundancy term,冗餘項,
redundancy testing,冗餘測試,
redundancy unit,冗餘裝置,
redundant,冗餘,
redundant arrays of inexpensive disks,冗餘陣列的不貴磁碟,磁盤冗余陣列
redundant bit,冗餘位元,
redundant character,冗餘字元,
redundant check,冗餘核對,
redundant check bit,冗餘檢查位元,
redundant checking,冗餘檢查,
redundant circuit,冗餘電路,
redundant code,冗餘碼,
redundant coding,冗餘編碼,
redundant configuration,冗餘組態,
redundant data,冗餘數據,
redundant digit,冗餘數位,
fully variable multiple access,全可變多址存取,
fully-associative cache,全相聯高速緩存快取,全相聯高速緩存
function,功能,功能
function,函數,函數
function address instruction,功能位址指令,
function application,功能應用,
function argument,函數引數,
function array,函數陣列,
function assignment,功能指定,
function block,功能塊,功能塊
function body,函數本體,
function button,功能按鈕,
function byte,功能位元組,
function calculator,函數計算器,
function call,函數呼叫,函數調用
function call semantics,函數呼叫語意,
function call syntax,函數呼叫語法,
function check machine,功能檢查機,
function circuit,功能電路,
function code out of range,功能碼超出範圍,
function code,功能碼,
function command,功能命令,
function composition,功能合成,
function control,控制函數,
function control block,函數控制塊,
function control package,功能控制包,
function control sequence,功能控制序列,
function control switch,功能控制開關,
function data table,功能資料表,
function decision table,功能決策表,
function declaration,函數宣告,
redundant distributed database,冗餘分散式資料庫,
redundant expression,冗餘表式,
redundant expression elimination,冗餘表式消除,
redundant fault,冗餘故障,
redundant file,冗餘檔案,
redundant force,冗餘力,
redundant information,冗餘資訊,
redundant memory,冗餘記憶器,冗余存儲器
redundant n-ary signal,冗餘n元信號,
redundant node,冗餘節點,
redundant number,冗餘數,
redundant operation,冗餘運算,
redundant operation elimination,冗餘運算消除,
redundant output connection,輸出冗餘連接,
redundant phase recording,冗餘調相制記錄,
redundant programming,冗餘規劃,
redundant robot,冗餘機器人,
redundant row,冗餘列,
redundant state,冗餘狀態,
redundant subexpression,冗餘副表式,
redundant system,冗餘系統,
redundant term,冗餘項,
redundant transmission,冗餘傳輸,
reed switch,干簧開關,
Reed-Muller code,李得米勒碼,
reel,捲盤,帶盤
reel alternation,捲盤交替,
reel feed,捲盤饋入,
reel hub-mechanism,碟殼機構,
function declaration part,函數宣告部分,
function declaration statement,函數宣告敘述,
function definition,函數定義；功能定義,
function definition module,功能定義模組,
function definition syntax,函數定義語法,
function descriptive language,函數描述語言,
function design,功能設計,
function designator,函數指定?,
function diagram,功能圖,
function digit,函數數位,
function directive,函數指令,
function diskette,功能軟碟,功能軟盤
function distributed system,功能分散式系統,
function distribution,功能分配,
function distribution computer,功能分佈計算機,
function domain,功能域,
function driver,功能驅動器,
function dummy procedure,功能虛擬程序,
function dynamic hazard,函數動態冒險,
function element,功能元件,
function entry,函數入口,
function entry mark,函數入口標示,
function evaluation,函數求值,
function evaluation routine,函數求值常式,
function execution,函數執行,
function field,函數欄,
function generating digital-to-analog converter,功能產生數位至類比轉換器,
function generating hybrids,產生函數的併合電路,
function generation technique,函數產生技術,
function generator,函數產生器,
function generator hybrids,函數產生器併合電路,
reel label,捲盤標號,
reel motor,捲盤馬達,
reel mount,裝捲盤；裝磁帶碟,
reel number,捲盤號碼,
reel of tape,磁帶捲盤,
reel sequence number,捲盤順序號碼,
reel spindle,捲盤轉軸,
reel swap,捲盤調換,
reel to reel,捲盤至捲盤,
reel to reel recorder,捲盤至捲盤記錄器,
reel-to-reel tape transport,捲盤驅動式磁帶機傳送,
re-enabled interrupt,再賦能中斷,
re-enabled reusable routine,再賦能可再用常式,
reenergize,重新激勵,
reengineering,再造工程,再工程
re-engineering,再造工程,
function generator of loaded-potentiometer,加載電位計函數產生器,
function hazard,功能冒險,
function heading,函數標頭,
function hole,功能孔,
function identifier,函數識別符,
function image,函數影像,
function independent testing,功能無關測試,功能無關測試
function information influence design,功能資訊影響設計,
function input diagnostic output,功能輸入診斷輸出,
function input section,函數輸入區段,
function interpreter,函數解譯器,
function inverse,反向函數,
function key,功能鍵,
function key symbol,功能鍵符號,
function keyboard,功能鍵盤,
function length,函數長度,
function letter,功能字母,
function level,功能等級,
function level transformation,功能等級變換,
function library,函數程式館,
function management data interpreter,功能管理資料解譯器,
function management data service,功能管理資料服務程式,
function management data,功能管理資料,
function management header,功能管理標頭,
function management profile,功能管理設定檔,
function management,功能管理,
function mechanism,功能機構,
function memory,函數記憶體,
function mode,功能模式,
function model,功能模型,
function modifier,函數修飾符,
reenlargement,再放大,
reenterability,可重入性,
reenterable,可重入的；可再入的,
reenterable code,可重入碼,
reenterable load module,可重入載入模組,
reenterable program,可重入程式,
reenterable routine,可重入程序；可重入例行程序；再入例行程序；再入式例行程序,
reenterable subroutine,可重入次常式,
reentrant,可重入的；可再入；再進入,
reentrant angle,凹角,
reentrant attribute,可重入屬性,
reentrant buffer manager,重入緩衝管理器,
reentrant code,重入（代）碼；可重入碼；再進入碼,
reentrant control state,重入控制狀態,
reentrant procedure,重入程序,
reentrant program,再進入程式；重入程式,
